Pathway Id	Description	pvalue		
PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200	NA	0.2132846655317528
PURINE NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0006195	NA	0.2126590032127248
RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	NA	0.21241580264589133
REGENERATION%GOBP%GO:0031099	NA	0.21169467927661853
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	NA	0.21051017779374068
POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900740	NA	0.21023036928661185
REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1900739	NA	0.21023036928661185
POSITIVE REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0010863	NA	0.20925434283453603
REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903115	NA	0.20803926096144804
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.2	NA	0.2072233331002379
POSITIVE REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031442	NA	0.20706393891577496
RENAL WATER HOMEOSTASIS%GOBP%GO:0003091	NA	0.20401620629609685
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	NA	0.2035920448735823
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	NA	0.2016299882322914
P53 PATHWAY FEEDBACK LOOPS 2%PANTHER PATHWAY%P04398	NA	0.2016134790628282
NUCLEUS LOCALIZATION%GOBP%GO:0051647	NA	0.20144221458291292
BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY	NA	0.20139941386211774
DNA REPLICATION INITIATION%GOBP%GO:0006270	NA	0.19538657608924354
FAT CELL DIFFERENTIATION%GOBP%GO:0045444	NA	0.19249934945594663
DNA CATABOLIC PROCESS, ENDONUCLEOLYTIC%GOBP%GO:0000737	NA	0.19203275480298992
POSITIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045777	NA	0.19149222832238347
RESPONSE TO ESTROGEN%GOBP%GO:0043627	NA	0.1907430745073292
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	NA	0.19059725239615907
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	NA	0.19025412975201106
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME DATABASE ID RELEASE 55%5693568	NA	0.1883723565230928
MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959	NA	0.18673779487323153
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	NA	0.1852986176154851
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	NA	0.18277397218918245
EMBRYONIC PLACENTA DEVELOPMENT%GOBP%GO:0001892	NA	0.18276347494156744
BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY	NA	0.18079690419453281
NEGATIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045822	NA	0.1806268869437177
BIOCARTA_SKP2E2F_PATHWAY%MSIGDB_C2%BIOCARTA_SKP2E2F_PATHWAY	NA	0.17987461486359885
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	NA	0.17973949825255997
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	NA	0.17971673318730702
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237	NA	0.17969052926949028
REGULATION OF MYELOID CELL APOPTOTIC PROCESS%GOBP%GO:0033032	NA	0.17614444918951982
TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME%R-HSA-425393.1	NA	0.17490433135804637
NEGATIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046888	NA	0.17405933217854452
REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314	NA	0.1730006201357906
INTRINSIC PATHWAY FOR APOPTOSIS%REACTOME%R-HSA-109606.1	NA	0.171779710574073
POSITIVE REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044090	NA	0.17122986178845956
REGULATION OF HEART RATE%GOBP%GO:0002027	NA	0.1710006525612906
OXIDATIVE DEMETHYLATION%GOBP%GO:0070989	NA	0.1707844957005014
POSITIVE REGULATION OF HEART RATE%GOBP%GO:0010460	NA	0.1699300469186145
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	NA	0.16967536749159345
DNA CATABOLIC PROCESS%GOBP%GO:0006308	NA	0.16964159174379004
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	NA	0.16953813204976806
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	NA	0.16952478935994983
MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132	NA	0.16873846848600949
CELLULAR SENESCENCE%GOBP%GO:0090398	NA	0.16831323587249555
ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD%GOBP%GO:0043153	NA	0.16806491911728316
ONCOGENE INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 55%2559585	NA	0.165980282417872
REPLICATION FORK PROCESSING%GOBP%GO:0031297	NA	0.16596853627927327
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901030	NA	0.16567807880145438
RESOLUTION OF D-LOOP STRUCTURES%REACTOME DATABASE ID RELEASE 55%5693537	NA	0.16429623581908023
CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 55%73886	NA	0.16337459919835876
IL6%NETPATH%IL6	NA	0.16329398399710118
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001267	NA	0.16296188267808992
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	NA	0.16272466329551588
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.1	NA	0.1626484701069784
REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117	NA	0.16258581981442863
REGULATION OF PROTEIN OLIGOMERIZATION%GOBP%GO:0032459	NA	0.16225556557014134
ENDOTHELIUM DEVELOPMENT%GOBP%GO:0003158	NA	0.16157087939714193
ENTRAINMENT OF CIRCADIAN CLOCK%GOBP%GO:0009649	NA	0.16115416864677085
AGING%GOBP%GO:0007568	NA	0.16110023909003515
ADRENALINE AND NORADRENALINE BIOSYNTHESIS%PANTHER PATHWAY%P00001	NA	0.15950631300608537
REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010660	NA	0.15875253134967732
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	NA	0.1580949512523415
FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020	NA	0.15660146043208484
OPIOID SIGNALLING%REACTOME%R-HSA-111885.1	NA	0.1558362469489713
ST_FAS_SIGNALING_PATHWAY%MSIGDB_C2%ST_FAS_SIGNALING_PATHWAY	NA	0.15509408815242154
REGULATION OF GENE EXPRESSION IN BETA CELLS%REACTOME%R-HSA-210745.1	NA	0.15507197410828327
CIRCADIAN RHYTHM%GOBP%GO:0007623	NA	0.1544270456456743
AMINE COMPOUND SLC TRANSPORTERS%REACTOME%R-HSA-425428.1	NA	0.15435184346406858
PRESYNAPTIC PHASE OF HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693616.1	NA	0.15418297778970608
NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043124	NA	0.15416627186846885
REGULATION OF BETA-CELL DEVELOPMENT%REACTOME%R-HSA-186712.1	NA	0.15355142465405883
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	NA	0.15314414083660216
REGULATION OF CAMP BIOSYNTHETIC PROCESS%GOBP%GO:0030817	NA	0.1511440842043746
STABILIZATION OF MEMBRANE POTENTIAL%GOBP%GO:0030322	NA	0.15034644669439404
BIOCARTA_ARF_PATHWAY%MSIGDB_C2%BIOCARTA_ARF_PATHWAY	NA	0.14987425367459672
RHYTHMIC PROCESS%GOBP%GO:0048511	NA	0.1497770349266694
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0007202	NA	0.14959617721844065
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	NA	0.1492232952851914
ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045446	NA	0.14918631041845531
PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534	NA	0.1486475853180319
P53 PATHWAY%PANTHER PATHWAY%P00059	NA	0.1478449104774989
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812	NA	0.14770843594974592
RESPONSE TO GLUCAGON%GOBP%GO:0033762	NA	0.1462812654433324
SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)	NA	0.14583379550331116
RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR	NA	0.1455903365117692
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY%MSIGDB_C2%ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	NA	0.14521837428955825
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	NA	0.14469249388538333
DNA BIOSYNTHETIC PROCESS%GOBP%GO:0071897	NA	0.1443818760291121
RIPK1-MEDIATED REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 55%5213460	NA	0.14409898779592611
REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 55%5218859	NA	0.14409898779592611
REGULATION OF RHOA ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RHOA ACTIVITY	NA	0.14305051179296804
PROTEIN TARGETING TO PEROXISOME%GOBP%GO:0006625	NA	0.14209352015971544
PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072662	NA	0.14209352015971544
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072663	NA	0.14209352015971544
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	NA	0.14025913740569543
RECYCLING OF BILE ACIDS AND SALTS%REACTOME DATABASE ID RELEASE 55%159418	NA	0.14007098960210113
REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010559	NA	0.13918224623453943
HDR THROUGH HOMOLOGOUS RECOMBINATION (HR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 55%5693567	NA	0.13915692813150488
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	NA	0.13835303512669123
NEGATIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051148	NA	0.13796174582456383
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	NA	0.13745648443334763
MEIOTIC RECOMBINATION%REACTOME DATABASE ID RELEASE 55%912446	NA	0.13680638844721196
DNA-DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	NA	0.13668033421605924
NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK	NA	0.13634052719109177
DARPP-32 EVENTS%REACTOME%R-HSA-180024.1	NA	0.1349349335684974
MEMBRANE DEPOLARIZATION%GOBP%GO:0051899	NA	0.13289317943764692
REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0060393	NA	0.13273041400444682
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	NA	0.13176861329744652
REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901019	NA	0.13096073204966574
CELLULAR RESPONSE TO GLUCAGON STIMULUS%GOBP%GO:0071377	NA	0.13007155184802655
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%R-HSA-163359.1	NA	0.13007155184802655
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	NA	0.13003004087224793
REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010939	NA	0.129092772244528
CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009190	NA	0.12862082066593253
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	NA	0.12736287878489752
ADENYLATE CYCLASE-MODULATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007188	NA	0.12667423404153536
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 55%2151201	NA	0.1263603400956897
ID%IOB%ID	NA	0.12612513524437996
POSITIVE REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000738	NA	0.12583841814939184
PLACENTA DEVELOPMENT%GOBP%GO:0001890	NA	0.12513960422620451
RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074	NA	0.12411918719863393
ASSOCIATIVE LEARNING%GOBP%GO:0008306	NA	0.1241167247135493
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME DATABASE ID RELEASE 55%1655829	NA	0.12405949278190173
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	NA	0.12373123607448634
RECIPROCAL MEIOTIC RECOMBINATION%GOBP%GO:0007131	NA	0.12372748527585477
RECIPROCAL DNA RECOMBINATION%GOBP%GO:0035825	NA	0.12372748527585477
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	NA	0.12353321642671056
RESPONSE TO ALCOHOL%GOBP%GO:0097305	NA	0.12348762502785557
REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0006942	NA	0.12336867477743782
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.1	NA	0.12333302018318017
ANGIOGENESIS%PANTHER PATHWAY%P00005	NA	0.12276453570294125
REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0043516	NA	0.12270554650178217
PROTEIN DESTABILIZATION%GOBP%GO:0031648	NA	0.12231516472778022
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 55%5693579	NA	0.12183413067973882
SPINDLE CHECKPOINT%GOBP%GO:0031577	NA	0.12180345004855841
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	NA	0.12161735274258197
POSITIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045823	NA	0.12139198441861364
RESPONSE TO DSRNA%GOBP%GO:0043331	NA	0.12133957830292072
GABA-B_RECEPTOR_II_SIGNALING%PANTHER PATHWAY%P05731	NA	0.12102570431237779
NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130	NA	0.12082914472909809
CDC6 ASSOCIATION WITH THE ORC:ORIGIN COMPLEX%REACTOME%R-HSA-68689.1	NA	0.12060351302561365
TELOMERE MAINTENANCE%GOBP%GO:0000723	NA	0.1195978056034209
REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME DATABASE ID RELEASE 55%2029482	NA	0.1180330913340523
VEGF SIGNALING PATHWAY%PANTHER PATHWAY%P00056	NA	0.11797129615861024
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 55%5685938	NA	0.11769990455288876
BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY	NA	0.11757005227735126
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.1	NA	0.11734883345892727
CHLORIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:1902476	NA	0.11730690647522986
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	NA	0.11666676207284392
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 55%5693538	NA	0.11659081602054376
POSITIVE REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0010862	NA	0.1162744790986025
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	NA	0.11533966171829597
REGULATION OF SULFUR METABOLIC PROCESS%GOBP%GO:0042762	NA	0.11532738814756556
PEROXISOMAL TRANSPORT%GOBP%GO:0043574	NA	0.11524789279638725
FAS (CD95) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FAS (CD95) SIGNALING PATHWAY	NA	0.11400377716067331
ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:0061028	NA	0.11376767690427948
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	NA	0.11293601614740152
VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS	NA	0.11224756043966615
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	NA	0.11189010661336493
MITOTIC SPINDLE CHECKPOINT%GOBP%GO:0071174	NA	0.11189010661336493
FCGAMMA RECEPTOR (FCGR) DEPENDENT PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 55%2029480	NA	0.11164314820485174
ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:0001885	NA	0.111572236685479
AQUAPORIN-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 55%445717	NA	0.11086087760422686
LEPTIN%NETPATH%LEPTIN	NA	0.11070428102475773
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION%GOBP%GO:0000132	NA	0.10955868520493013
DNA STRAND ELONGATION%GOBP%GO:0022616	NA	0.10850529030239492
POSITIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GOBP%GO:0030819	NA	0.10846555883561343
FEEDING BEHAVIOR%GOBP%GO:0007631	NA	0.10819217104284673
G ALPHA (Z) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 55%418597	NA	0.10726264945408667
REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	NA	0.10659531699582896
NEGATIVE REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0045839	NA	0.10652945474136456
POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193	NA	0.10621263798138714
CELLULAR PROTEIN COMPLEX LOCALIZATION%GOBP%GO:0034629	NA	0.1057677154784548
CYCLIC PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0052652	NA	0.10533514671943495
CA2+ PATHWAY%REACTOME%R-HSA-4086398.1	NA	0.10482735034799942
NECROPTOTIC PROCESS%GOBP%GO:0070266	NA	0.10405943170670097
OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 55%2559580	NA	0.10393469537824279
REGULATION OF FZD BY UBIQUITINATION%REACTOME DATABASE ID RELEASE 55%4641263	NA	0.1038645906525402
RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.1	NA	0.10383438869462601
COREGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%COREGULATION OF ANDROGEN RECEPTOR ACTIVITY	NA	0.10376941812233621
TELOMERE ORGANIZATION%GOBP%GO:0032200	NA	0.10354835789949271
REGULATION OF OXIDOREDUCTASE ACTIVITY%GOBP%GO:0051341	NA	0.10345227528846654
ACTIVATION OF GENE EXPRESSION BY SREBF (SREBP)%REACTOME DATABASE ID RELEASE 55%2426168	NA	0.10322104482444194
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME%R-HSA-1912408.1	NA	0.10320621285290817
ESTABLISHMENT OF SPINDLE ORIENTATION%GOBP%GO:0051294	NA	0.10296012840283539
REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901028	NA	0.10262806513116059
PENTOSE-PHOSPHATE SHUNT%GOBP%GO:0006098	NA	0.10235859967933209
CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456	NA	0.10214738190383658
IL2%NETPATH%IL2	NA	0.10188545649756443
HISTONE MRNA METABOLIC PROCESS%GOBP%GO:0008334	NA	0.10181296071148482
REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903426	NA	0.10154182299113475
WNT%IOB%WNT	NA	0.10014689440470956
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736	NA	0.0999463999873365
CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009	NA	0.09985219425426703
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	NA	0.09985219425426703
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	NA	0.09960433869714354
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	NA	0.09878055211876087
CHLORIDE TRANSPORT%GOBP%GO:0006821	NA	0.09706554037831396
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	NA	0.09699785759209141
MEIOSIS I%GOBP%GO:0007127	NA	0.09617933797992104
NEGATIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904036	NA	0.09609773143246073
RHOA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RHOA SIGNALING PATHWAY	NA	0.09579219321764425
REGULATION OF MYOTUBE DIFFERENTIATION%GOBP%GO:0010830	NA	0.09462285755076807
MUSCLE ADAPTATION%GOBP%GO:0043500	NA	0.0940817251866029
WNT%NETPATH%WNT	NA	0.09367871277638985
NEGATIVE REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001953	NA	0.09355609465823311
CELL-CELL JUNCTION ORGANIZATION%REACTOME%R-HSA-421270.1	NA	0.09348972968761933
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	NA	0.09290246823995214
C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY	NA	0.09246763522444824
LPA RECEPTOR MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA RECEPTOR MEDIATED EVENTS	NA	0.09221182990941279
RAS PATHWAY%PANTHER PATHWAY%P04393	NA	0.09187426213284745
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	NA	0.09151859876837187
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	NA	0.09108351065192671
SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0071173	NA	0.09104378392405339
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	NA	0.08840772931251661
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	NA	0.08731927952890489
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	NA	0.08727289212592283
SECOND-MESSENGER-MEDIATED SIGNALING%GOBP%GO:0019932	NA	0.0871472815324103
NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	NA	0.08691559234497938
NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985	NA	0.08691559234497938
INCRETIN SYNTHESIS, SECRETION, AND INACTIVATION%REACTOME DATABASE ID RELEASE 55%400508	NA	0.08687300995504442
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	NA	0.08585030315853719
REGULATION OF RECEPTOR ACTIVITY%GOBP%GO:0010469	NA	0.08580557191868321
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME%R-HSA-381340.1	NA	0.08539050965883586
LEARNING OR MEMORY%GOBP%GO:0007611	NA	0.0853811914468522
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522	NA	0.08458346482834406
MALE MEIOSIS%GOBP%GO:0007140	NA	0.08457294909318151
POSITIVE REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010770	NA	0.08450895229213161
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	NA	0.08432372179450466
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	NA	0.08392135767309544
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	NA	0.0838784893575449
