Pathway Id	Description	pvalue		
HALLMARK_G2M_CHECKPOINT%MSIGDB_C2%HALLMARK_G2M_CHECKPOINT	NA	0.00578081571067
PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY	NA	0.00326408397596
DNA INTEGRITY CHECKPOINT%GOBP%GO:0031570	NA	0.0
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055010	NA	0.0
TUBE MORPHOGENESIS%GOBP%GO:0035239	NA	8.75162859075E-5
NEGATIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0060149	NA	0.0311677590259
EMBRYONIC PLACENTA DEVELOPMENT%GOBP%GO:0001892	NA	0.00116759256151
G ALPHA (S) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 59%418555	NA	0.00517925833465
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	NA	0.00125208364627
CIRCADIAN CLOCK%REACTOME%R-HSA-400253.1	NA	0.00352858290129
BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY	NA	0.0464235629162
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	NA	0.0
SHC-MEDIATED CASCADE:FGFR1%REACTOME DATABASE ID RELEASE 59%5654688	NA	0.0149644352175
CELLULAR RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0071214	NA	0.0438383244384
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%R-HSA-69202.3	NA	0.00802560591121
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	NA	0.00621940223793
PALLIUM DEVELOPMENT%GOBP%GO:0021543	NA	0.0
S PHASE%REACTOME%R-HSA-69242.2	NA	0.0147272405925
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000134	NA	0.0456068102337
SENSORY PERCEPTION OF SMELL%GOBP%GO:0007608	NA	4.34146584791E-4
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389	NA	0.0
EPITHELIAL TUBE FORMATION%GOBP%GO:0072175	NA	4.3243341272E-4
VASCULATURE DEVELOPMENT%GOBP%GO:0001944	NA	0.00224698687538
CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773	NA	0.0383694919582
REGULATION OF CELL DIVISION%GOBP%GO:0051302	NA	0.0
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	NA	1.02102333559E-4
NEGATIVE REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071157	NA	0.0221906389559
CELLULAR RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0071346	NA	0.00134253706679
BIOCARTA_CDMAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDMAC_PATHWAY	NA	0.0023531501029
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	NA	0.02294841751
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	NA	3.09817303326E-5
LIMB MORPHOGENESIS%GOBP%GO:0035108	NA	2.18790714769E-4
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	NA	0.0309778576163
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	NA	0.00515346308671
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008543	NA	1.16885618982E-4
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	NA	0.0349491378954
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048147	NA	0.020442431846
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	NA	0.0
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	NA	9.60694722308E-4
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	NA	0.0202328191798
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	NA	0.00322903193992
LUNG DEVELOPMENT%GOBP%GO:0030324	NA	0.0
POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973	NA	0.0495671190552
GLAND MORPHOGENESIS%GOBP%GO:0022612	NA	0.00126565209304
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048704	NA	0.0
REGULATION OF LIPID METABOLISM BY PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ALPHA (PPARALPHA)%REACTOME DATABASE ID RELEASE 59%400206	NA	0.0130273196842
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524	NA	0.0
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	NA	0.00105261279951
ERK1 AND ERK2 CASCADE%GOBP%GO:0070371	NA	0.0121682974783
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	NA	0.0364366153274
POSITIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0045981	NA	0.0397073505749
POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	NA	3.42864482348E-4
MESONEPHROS DEVELOPMENT%GOBP%GO:0001823	NA	0.0
SIGNALING MEDIATED BY P38-GAMMA AND P38-DELTA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING MEDIATED BY P38-GAMMA AND P38-DELTA	NA	0.017206121612
REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048145	NA	0.0393500925407
CELLULAR TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0046916	NA	0.0365596300122
MITOCHONDRIAL TRANSLATION INITIATION%REACTOME%R-HSA-5368286.1	NA	0.0323609592869
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	NA	0.0
BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY	NA	0.0107239344273
BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY	NA	0.0288384788527
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GOBP%GO:0048015	NA	0.0
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	NA	5.94049940706E-4
MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:0044773	NA	0.00321435452201
REGULATION OF MULTICELLULAR ORGANISM GROWTH%GOBP%GO:0040014	NA	0.0
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	NA	1.9480936497E-4
INNER EAR DEVELOPMENT%GOBP%GO:0048839	NA	0.0
REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0040036	NA	0.00118260743911
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	NA	0.0205375824926
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	NA	6.93521339294E-4
KIDNEY DEVELOPMENT%GOBP%GO:0001822	NA	0.0
SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:0016079	NA	0.00303895134529
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME%R-HSA-69229.2	NA	0.0463165290248
URETERIC BUD DEVELOPMENT%GOBP%GO:0001657	NA	0.0
WNT%NETPATH%WNT	NA	6.893434999E-4
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	NA	1.01840935351E-4
AGING%GOBP%GO:0007568	NA	0.0226674611097
G1 PHASE%REACTOME DATABASE ID RELEASE 59%69236	NA	0.00125260413332
CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206	NA	5.95831569933E-4
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	NA	0.0397163165347
REGULATION OF ORGAN GROWTH%GOBP%GO:0046620	NA	4.33396115327E-5
EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050673	NA	1.22451600838E-4
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	NA	0.00432580498914
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	NA	0.00432580498914
SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY	NA	0.0364366153274
EAR DEVELOPMENT%GOBP%GO:0043583	NA	0.0
MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0001763	NA	0.0
DNA RECOMBINATION%GOBP%GO:0006310	NA	0.00264445043917
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	NA	4.38321071183E-5
RESOLUTION OF D-LOOP STRUCTURES%REACTOME DATABASE ID RELEASE 59%5693537	NA	0.0276653423256
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE III PROMOTER%GOBP%GO:0006359	NA	0.0470535228538
CARDIOVASCULAR SYSTEM DEVELOPMENT%GOBP%GO:0072358	NA	0.00236430247306
BIOCARTA_GSK3_PATHWAY%MSIGDB_C2%BIOCARTA_GSK3_PATHWAY	NA	0.0312273579431
VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412	NA	1.24829301826E-4
REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901861	NA	1.64574951527E-4
REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION%GOBP%GO:0060043	NA	4.14755422195E-5
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 59%6804756	NA	0.0352138079877
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%R-HSA-1655829.1	NA	0.031081746429
REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903426	NA	0.0302110363196
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME DATABASE ID RELEASE 59%1912422	NA	0.0350040428466
G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 59%69473	NA	0.0482267104791
C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK	NA	0.00888290301962
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GOBP%GO:0060560	NA	0.00118315602619
POSITIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GOBP%GO:2001022	NA	0.00408998902973
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	NA	2.34624417665E-4
CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987	NA	0.0
REGIONALIZATION%GOBP%GO:0003002	NA	1.21296397057E-4
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	NA	0.0452913481153
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	NA	7.58067424843E-4
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	NA	0.0439023003339
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	NA	0.0125578725053
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	NA	0.0
WNT SIGNALING PATHWAY%GOBP%GO:0016055	NA	0.0259945619049
DNA DAMAGE CHECKPOINT%GOBP%GO:0000077	NA	0.0
ACTIVATION OF GENE EXPRESSION BY SREBF (SREBP)%REACTOME DATABASE ID RELEASE 59%2426168	NA	0.00385156136558
YAP1- AND WWTR1 (TAZ)-STIMULATED GENE EXPRESSION%REACTOME%R-HSA-2032785.2	NA	0.0013182100363
POST-EMBRYONIC DEVELOPMENT%GOBP%GO:0009791	NA	1.73473101188E-4
AXONOGENESIS%GOBP%GO:0007409	NA	5.60047045552E-4
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	NA	1.9480936497E-4
ANGIOGENESIS%GOBP%GO:0001525	NA	5.09444867639E-4
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901991	NA	8.83947493552E-4
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	NA	0.0
VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0003229	NA	0.0
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0007264	NA	0.00337434501858
SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048705	NA	0.00466013592305
SIGNALING BY FGFR2 IN DISEASE%REACTOME%R-HSA-5655253.1	NA	0.0
MESENCHYME DEVELOPMENT%GOBP%GO:0060485	NA	0.00364579232896
BIOCARTA_CD40_PATHWAY%MSIGDB_C2%BIOCARTA_CD40_PATHWAY	NA	0.0170283468424
EMBRYONIC PATTERN SPECIFICATION%GOBP%GO:0009880	NA	0.0
BIOCARTA_AT1R_PATHWAY%MSIGDB_C2%BIOCARTA_AT1R_PATHWAY	NA	0.0262428367308
REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051972	NA	0.0244208524326
MITOCHONDRIAL TRANSLATIONAL TERMINATION%GOBP%GO:0070126	NA	0.0185458515452
